"Notes"	"Census Region"	"Census Region Code"	"Ten-Year Age Groups"	"Ten-Year Age Groups Code"	"Year"	"Year Code"	"Gender"	"Gender Code"	Deaths	Population	Crude Rate
	"Census Region 4: West"	"CENS-R4"	"25-34 years"	"25-34"	"2013"	"2013"	"Female"	"F"	Suppressed	5165755	Suppressed
	"Census Region 4: West"	"CENS-R4"	"25-34 years"	"25-34"	"2013"	"2013"	"Male"	"M"	Suppressed	5476953	Suppressed
	"Census Region 4: West"	"CENS-R4"	"25-34 years"	"25-34"	"2014"	"2014"	"Female"	"F"	25	5284272	0.5
	"Census Region 4: West"	"CENS-R4"	"25-34 years"	"25-34"	"2014"	"2014"	"Male"	"M"	22	5585130	0.4
	"Census Region 4: West"	"CENS-R4"	"25-34 years"	"25-34"	"2015"	"2015"	"Female"	"F"	Suppressed	5389144	Suppressed
	"Census Region 4: West"	"CENS-R4"	"25-34 years"	"25-34"	"2015"	"2015"	"Male"	"M"	Suppressed	5701118	Suppressed
	"Census Region 4: West"	"CENS-R4"	"25-34 years"	"25-34"	"2016"	"2016"	"Female"	"F"	Suppressed	5479753	Suppressed
	"Census Region 4: West"	"CENS-R4"	"25-34 years"	"25-34"	"2016"	"2016"	"Male"	"M"	10	5791194	Unreliable
	"Census Region 4: West"	"CENS-R4"	"25-34 years"	"25-34"	"2017"	"2017"	"Female"	"F"	Suppressed	5572515	Suppressed
	"Census Region 4: West"	"CENS-R4"	"25-34 years"	"25-34"	"2017"	"2017"	"Male"	"M"	Suppressed	5928976	Suppressed
	"Census Region 4: West"	"CENS-R4"	"25-34 years"	"25-34"	"2018"	"2018"	"Female"	"F"	17	5628725	Unreliable
	"Census Region 4: West"	"CENS-R4"	"25-34 years"	"25-34"	"2018"	"2018"	"Male"	"M"	14	6007792	Unreliable
	"Census Region 4: West"	"CENS-R4"	"25-34 years"	"25-34"	"2019"	"2019"	"Female"	"F"	13	5666003	Unreliable
	"Census Region 4: West"	"CENS-R4"	"25-34 years"	"25-34"	"2019"	"2019"	"Male"	"M"	19	6061656	Unreliable
	"Census Region 4: West"	"CENS-R4"	"25-34 years"	"25-34"	"2020 "	"2020"	"Female"	"F"	26	5678866	0.5
	"Census Region 4: West"	"CENS-R4"	"25-34 years"	"25-34"	"2020 "	"2020"	"Male"	"M"	22	6088485	0.4
	"Census Region 4: West"	"CENS-R4"	"35-44 years"	"35-44"	"2011"	"2011"	"Female"	"F"	12	4798892	Unreliable
	"Census Region 4: West"	"CENS-R4"	"35-44 years"	"35-44"	"2011"	"2011"	"Male"	"M"	11	4900650	Unreliable
	"Census Region 4: West"	"CENS-R4"	"35-44 years"	"35-44"	"2012"	"2012"	"Female"	"F"	Suppressed	4817265	Suppressed
	"Census Region 4: West"	"CENS-R4"	"35-44 years"	"35-44"	"2012"	"2012"	"Male"	"M"	Suppressed	4917804	Suppressed
	"Census Region 4: West"	"CENS-R4"	"35-44 years"	"35-44"	"2013"	"2013"	"Female"	"F"	12	4830441	Unreliable
	"Census Region 4: West"	"CENS-R4"	"35-44 years"	"35-44"	"2013"	"2013"	"Male"	"M"	14	4930895	Unreliable
	"Census Region 4: West"	"CENS-R4"	"35-44 years"	"35-44"	"2014"	"2014"	"Female"	"F"	44	4872302	0.9
	"Census Region 4: West"	"CENS-R4"	"35-44 years"	"35-44"	"2014"	"2014"	"Male"	"M"	49	4960667	1.0
	"Census Region 4: West"	"CENS-R4"	"35-44 years"	"35-44"	"2015"	"2015"	"Female"	"F"	Suppressed	4902130	Suppressed
	"Census Region 4: West"	"CENS-R4"	"35-44 years"	"35-44"	"2015"	"2015"	"Male"	"M"	Suppressed	4998780	Suppressed
	"Census Region 4: West"	"CENS-R4"	"35-44 years"	"35-44"	"2016"	"2016"	"Female"	"F"	24	4914669	0.5
	"Census Region 4: West"	"CENS-R4"	"35-44 years"	"35-44"	"2016"	"2016"	"Male"	"M"	26	5013481	0.5
	"Census Region 4: West"	"CENS-R4"	"35-44 years"	"35-44"	"2017"	"2017"	"Female"	"F"	10	4995465	Unreliable
	"Census Region 4: West"	"CENS-R4"	"35-44 years"	"35-44"	"2017"	"2017"	"Male"	"M"	12	5111490	Unreliable
	"Census Region 4: West"	"CENS-R4"	"35-44 years"	"35-44"	"2018"	"2018"	"Female"	"F"	34	5064161	0.7
	"Census Region 4: West"	"CENS-R4"	"35-44 years"	"35-44"	"2018"	"2018"	"Male"	"M"	30	5197505	0.6
	"Census Region 4: West"	"CENS-R4"	"35-44 years"	"35-44"	"2019"	"2019"	"Female"	"F"	32	5119672	0.6
	"Census Region 4: West"	"CENS-R4"	"35-44 years"	"35-44"	"2019"	"2019"	"Male"	"M"	33	5271003	0.6
	"Census Region 4: West"	"CENS-R4"	"35-44 years"	"35-44"	"2020 "	"2020"	"Female"	"F"	31	5178518	0.6
	"Census Region 4: West"	"CENS-R4"	"35-44 years"	"35-44"	"2020 "	"2020"	"Male"	"M"	36	5347772	0.7
	"Census Region 4: West"	"CENS-R4"	"45-54 years"	"45-54"	"2011"	"2011"	"Female"	"F"	18	5038567	Unreliable
	"Census Region 4: West"	"CENS-R4"	"45-54 years"	"45-54"	"2011"	"2011"	"Male"	"M"	30	4994510	0.6
	"Census Region 4: West"	"CENS-R4"	"45-54 years"	"45-54"	"2012"	"2012"	"Female"	"F"	Suppressed	4996821	Suppressed
	"Census Region 4: West"	"CENS-R4"	"45-54 years"	"45-54"	"2012"	"2012"	"Male"	"M"	13	4960946	Unreliable
	"Census Region 4: West"	"CENS-R4"	"45-54 years"	"45-54"	"2013"	"2013"	"Female"	"F"	24	4951646	0.5
	"Census Region 4: West"	"CENS-R4"	"45-54 years"	"45-54"	"2013"	"2013"	"Male"	"M"	35	4925317	0.7
	"Census Region 4: West"	"CENS-R4"	"45-54 years"	"45-54"	"2014"	"2014"	"Female"	"F"	68	4955997	1.4
	"Census Region 4: West"	"CENS-R4"	"45-54 years"	"45-54"	"2014"	"2014"	"Male"	"M"	85	4933368	1.7
	"Census Region 4: West"	"CENS-R4"	"45-54 years"	"45-54"	"2015"	"2015"	"Female"	"F"	15	4953896	Unreliable
	"Census Region 4: West"	"CENS-R4"	"45-54 years"	"45-54"	"2015"	"2015"	"Male"	"M"	18	4937436	Unreliable
	"Census Region 4: West"	"CENS-R4"	"45-54 years"	"45-54"	"2016"	"2016"	"Female"	"F"	54	4928315	1.1
	"Census Region 4: West"	"CENS-R4"	"45-54 years"	"45-54"	"2016"	"2016"	"Male"	"M"	50	4919514	1.0
	"Census Region 4: West"	"CENS-R4"	"45-54 years"	"45-54"	"2017"	"2017"	"Female"	"F"	25	4903164	0.5
	"Census Region 4: West"	"CENS-R4"	"45-54 years"	"45-54"	"2017"	"2017"	"Male"	"M"	30	4897131	0.6
	"Census Region 4: West"	"CENS-R4"	"45-54 years"	"45-54"	"2018"	"2018"	"Female"	"F"	53	4841707	1.1
	"Census Region 4: West"	"CENS-R4"	"45-54 years"	"45-54"	"2018"	"2018"	"Male"	"M"	63	4839634	1.3
	"Census Region 4: West"	"CENS-R4"	"45-54 years"	"45-54"	"2019"	"2019"	"Female"	"F"	44	4780407	0.9
	"Census Region 4: West"	"CENS-R4"	"45-54 years"	"45-54"	"2019"	"2019"	"Male"	"M"	83	4786092	1.7
	"Census Region 4: West"	"CENS-R4"	"45-54 years"	"45-54"	"2020 "	"2020"	"Female"	"F"	53	4750292	1.1
	"Census Region 4: West"	"CENS-R4"	"45-54 years"	"45-54"	"2020 "	"2020"	"Male"	"M"	69	4759824	1.4
	"Census Region 4: West"	"CENS-R4"	"55-64 years"	"55-64"	"2011"	"2011"	"Female"	"F"	24	4389057	0.5
	"Census Region 4: West"	"CENS-R4"	"55-64 years"	"55-64"	"2011"	"2011"	"Male"	"M"	31	4145179	0.7
	"Census Region 4: West"	"CENS-R4"	"55-64 years"	"55-64"	"2012"	"2012"	"Female"	"F"	Suppressed	4467272	Suppressed
	"Census Region 4: West"	"CENS-R4"	"55-64 years"	"55-64"	"2012"	"2012"	"Male"	"M"	14	4212704	Unreliable
	"Census Region 4: West"	"CENS-R4"	"55-64 years"	"55-64"	"2013"	"2013"	"Female"	"F"	41	4552884	0.9
	"Census Region 4: West"	"CENS-R4"	"55-64 years"	"55-64"	"2013"	"2013"	"Male"	"M"	47	4290171	1.1
	"Census Region 4: West"	"CENS-R4"	"55-64 years"	"55-64"	"2014"	"2014"	"Female"	"F"	93	4651358	2.0
	"Census Region 4: West"	"CENS-R4"	"55-64 years"	"55-64"	"2014"	"2014"	"Male"	"M"	132	4380054	3.0
	"Census Region 4: West"	"CENS-R4"	"55-64 years"	"55-64"	"2015"	"2015"	"Female"	"F"	32	4747785	0.7
	"Census Region 4: West"	"CENS-R4"	"55-64 years"	"55-64"	"2015"	"2015"	"Male"	"M"	29	4474829	0.6
	"Census Region 4: West"	"CENS-R4"	"55-64 years"	"55-64"	"2016"	"2016"	"Female"	"F"	71	4818023	1.5
	"Census Region 4: West"	"CENS-R4"	"55-64 years"	"55-64"	"2016"	"2016"	"Male"	"M"	83	4543517	1.8
	"Census Region 4: West"	"CENS-R4"	"55-64 years"	"55-64"	"2017"	"2017"	"Female"	"F"	87	4878411	1.8
	"Census Region 4: West"	"CENS-R4"	"55-64 years"	"55-64"	"2017"	"2017"	"Male"	"M"	82	4606599	1.8
	"Census Region 4: West"	"CENS-R4"	"55-64 years"	"55-64"	"2018"	"2018"	"Female"	"F"	134	4900562	2.7
	"Census Region 4: West"	"CENS-R4"	"55-64 years"	"55-64"	"2018"	"2018"	"Male"	"M"	139	4635180	3.0
	"Census Region 4: West"	"CENS-R4"	"55-64 years"	"55-64"	"2019"	"2019"	"Female"	"F"	124	4905925	2.5
	"Census Region 4: West"	"CENS-R4"	"55-64 years"	"55-64"	"2019"	"2019"	"Male"	"M"	155	4652204	3.3
	"Census Region 4: West"	"CENS-R4"	"55-64 years"	"55-64"	"2020 "	"2020"	"Female"	"F"	102	4884451	2.1
	"Census Region 4: West"	"CENS-R4"	"55-64 years"	"55-64"	"2020 "	"2020"	"Male"	"M"	134	4645896	2.9
	"Census Region 4: West"	"CENS-R4"	"65-74 years"	"65-74"	"2011"	"2011"	"Female"	"F"	17	2589415	Unreliable
	"Census Region 4: West"	"CENS-R4"	"65-74 years"	"65-74"	"2011"	"2011"	"Male"	"M"	18	2321548	Unreliable
	"Census Region 4: West"	"CENS-R4"	"65-74 years"	"65-74"	"2012"	"2012"	"Female"	"F"	14	2773256	Unreliable
	"Census Region 4: West"	"CENS-R4"	"65-74 years"	"65-74"	"2012"	"2012"	"Male"	"M"	16	2493214	Unreliable
	"Census Region 4: West"	"CENS-R4"	"65-74 years"	"65-74"	"2013"	"2013"	"Female"	"F"	29	2942649	1.0
	"Census Region 4: West"	"CENS-R4"	"65-74 years"	"65-74"	"2013"	"2013"	"Male"	"M"	42	2647553	1.6
	"Census Region 4: West"	"CENS-R4"	"65-74 years"	"65-74"	"2014"	"2014"	"Female"	"F"	67	3108806	2.2
	"Census Region 4: West"	"CENS-R4"	"65-74 years"	"65-74"	"2014"	"2014"	"Male"	"M"	84	2792632	3.0
	"Census Region 4: West"	"CENS-R4"	"65-74 years"	"65-74"	"2015"	"2015"	"Female"	"F"	53	3270977	1.6
	"Census Region 4: West"	"CENS-R4"	"65-74 years"	"65-74"	"2015"	"2015"	"Male"	"M"	62	2936417	2.1
	"Census Region 4: West"	"CENS-R4"	"65-74 years"	"65-74"	"2016"	"2016"	"Female"	"F"	59	3418078	1.7
	"Census Region 4: West"	"CENS-R4"	"65-74 years"	"65-74"	"2016"	"2016"	"Male"	"M"	93	3062280	3.0
	"Census Region 4: West"	"CENS-R4"	"65-74 years"	"65-74"	"2017"	"2017"	"Female"	"F"	106	3547504	3.0
	"Census Region 4: West"	"CENS-R4"	"65-74 years"	"65-74"	"2017"	"2017"	"Male"	"M"	119	3173232	3.8
	"Census Region 4: West"	"CENS-R4"	"65-74 years"	"65-74"	"2018"	"2018"	"Female"	"F"	179	3669297	4.9
	"Census Region 4: West"	"CENS-R4"	"65-74 years"	"65-74"	"2018"	"2018"	"Male"	"M"	203	3274564	6.2
	"Census Region 4: West"	"CENS-R4"	"65-74 years"	"65-74"	"2019"	"2019"	"Female"	"F"	131	3798538	3.4
	"Census Region 4: West"	"CENS-R4"	"65-74 years"	"65-74"	"2019"	"2019"	"Male"	"M"	152	3383875	4.5
	"Census Region 4: West"	"CENS-R4"	"65-74 years"	"65-74"	"2020 "	"2020"	"Female"	"F"	110	3925123	2.8
	"Census Region 4: West"	"CENS-R4"	"65-74 years"	"65-74"	"2020 "	"2020"	"Male"	"M"	143	3487851	4.1
	"Census Region 4: West"	"CENS-R4"	"75-84 years"	"75-84"	"2011"	"2011"	"Female"	"F"	19	1549312	Unreliable
	"Census Region 4: West"	"CENS-R4"	"75-84 years"	"75-84"	"2011"	"2011"	"Male"	"M"	19	1207519	Unreliable
	"Census Region 4: West"	"CENS-R4"	"75-84 years"	"75-84"	"2012"	"2012"	"Female"	"F"	17	1568211	Unreliable
	"Census Region 4: West"	"CENS-R4"	"75-84 years"	"75-84"	"2012"	"2012"	"Male"	"M"	23	1235120	1.9
	"Census Region 4: West"	"CENS-R4"	"75-84 years"	"75-84"	"2013"	"2013"	"Female"	"F"	88	1597226	5.5
	"Census Region 4: West"	"CENS-R4"	"75-84 years"	"75-84"	"2013"	"2013"	"Male"	"M"	78	1270541	6.1
	"Census Region 4: West"	"CENS-R4"	"75-84 years"	"75-84"	"2014"	"2014"	"Female"	"F"	55	1637031	3.4
	"Census Region 4: West"	"CENS-R4"	"75-84 years"	"75-84"	"2014"	"2014"	"Male"	"M"	53	1311778	4.0
	"Census Region 4: West"	"CENS-R4"	"75-84 years"	"75-84"	"2015"	"2015"	"Female"	"F"	128	1677217	7.6
	"Census Region 4: West"	"CENS-R4"	"75-84 years"	"75-84"	"2015"	"2015"	"Male"	"M"	88	1352110	6.5
	"Census Region 4: West"	"CENS-R4"	"75-84 years"	"75-84"	"2016"	"2016"	"Female"	"F"	79	1723329	4.6
	"Census Region 4: West"	"CENS-R4"	"75-84 years"	"75-84"	"2016"	"2016"	"Male"	"M"	85	1393769	6.1
	"Census Region 4: West"	"CENS-R4"	"75-84 years"	"75-84"	"2017"	"2017"	"Female"	"F"	222	1773420	12.5
	"Census Region 4: West"	"CENS-R4"	"75-84 years"	"75-84"	"2017"	"2017"	"Male"	"M"	180	1441423	12.5
	"Census Region 4: West"	"CENS-R4"	"75-84 years"	"75-84"	"2018"	"2018"	"Female"	"F"	275	1861970	14.8
	"Census Region 4: West"	"CENS-R4"	"75-84 years"	"75-84"	"2018"	"2018"	"Male"	"M"	278	1521348	18.3
	"Census Region 4: West"	"CENS-R4"	"75-84 years"	"75-84"	"2019"	"2019"	"Female"	"F"	129	1946080	6.6
	"Census Region 4: West"	"CENS-R4"	"75-84 years"	"75-84"	"2019"	"2019"	"Male"	"M"	142	1590354	8.9
	"Census Region 4: West"	"CENS-R4"	"75-84 years"	"75-84"	"2020 "	"2020"	"Female"	"F"	123	2019622	6.1
	"Census Region 4: West"	"CENS-R4"	"75-84 years"	"75-84"	"2020 "	"2020"	"Male"	"M"	125	1653912	7.6
	"Census Region 4: West"	"CENS-R4"	"85+ years"	"85+"	"2011"	"2011"	"Female"	"F"	61	784304	7.8
	"Census Region 4: West"	"CENS-R4"	"85+ years"	"85+"	"2011"	"2011"	"Male"	"M"	31	430098	7.2
	"Census Region 4: West"	"CENS-R4"	"85+ years"	"85+"	"2012"	"2012"	"Female"	"F"	34	806627	4.2
	"Census Region 4: West"	"CENS-R4"	"85+ years"	"85+"	"2012"	"2012"	"Male"	"M"	33	445306	7.4
	"Census Region 4: West"	"CENS-R4"	"85+ years"	"85+"	"2013"	"2013"	"Female"	"F"	159	822014	19.3
	"Census Region 4: West"	"CENS-R4"	"85+ years"	"85+"	"2013"	"2013"	"Male"	"M"	107	459921	23.3
	"Census Region 4: West"	"CENS-R4"	"85+ years"	"85+"	"2014"	"2014"	"Female"	"F"	65	840272	7.7
	"Census Region 4: West"	"CENS-R4"	"85+ years"	"85+"	"2014"	"2014"	"Male"	"M"	55	479103	11.5
	"Census Region 4: West"	"CENS-R4"	"85+ years"	"85+"	"2015"	"2015"	"Female"	"F"	289	859479	33.6
	"Census Region 4: West"	"CENS-R4"	"85+ years"	"85+"	"2015"	"2015"	"Male"	"M"	142	497500	28.5
	"Census Region 4: West"	"CENS-R4"	"85+ years"	"85+"	"2016"	"2016"	"Female"	"F"	131	874392	15.0
	"Census Region 4: West"	"CENS-R4"	"85+ years"	"85+"	"2016"	"2016"	"Male"	"M"	107	512917	20.9
	"Census Region 4: West"	"CENS-R4"	"85+ years"	"85+"	"2017"	"2017"	"Female"	"F"	490	874920	56.0
	"Census Region 4: West"	"CENS-R4"	"85+ years"	"85+"	"2017"	"2017"	"Male"	"M"	306	522909	58.5
	"Census Region 4: West"	"CENS-R4"	"85+ years"	"85+"	"2018"	"2018"	"Female"	"F"	580	888532	65.3
	"Census Region 4: West"	"CENS-R4"	"85+ years"	"85+"	"2018"	"2018"	"Male"	"M"	397	536101	74.1
	"Census Region 4: West"	"CENS-R4"	"85+ years"	"85+"	"2019"	"2019"	"Female"	"F"	222	893240	24.9
	"Census Region 4: West"	"CENS-R4"	"85+ years"	"85+"	"2019"	"2019"	"Male"	"M"	127	548648	23.1
	"Census Region 4: West"	"CENS-R4"	"85+ years"	"85+"	"2020 "	"2020"	"Female"	"F"	139	902040	15.4
	"Census Region 4: West"	"CENS-R4"	"85+ years"	"85+"	"2020 "	"2020"	"Male"	"M"	119	560319	21.2
	"Census Region 4: West"	"CENS-R4"	"Not Stated"	"NS"	"2011"	"2011"	"Female"	"F"	Suppressed	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"Not Stated"	"NS"	"2011"	"2011"	"Male"	"M"	Suppressed	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"Not Stated"	"NS"	"2012"	"2012"	"Female"	"F"	Suppressed	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"Not Stated"	"NS"	"2012"	"2012"	"Male"	"M"	Suppressed	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"Not Stated"	"NS"	"2013"	"2013"	"Female"	"F"	Suppressed	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"Not Stated"	"NS"	"2013"	"2013"	"Male"	"M"	Suppressed	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"Not Stated"	"NS"	"2014"	"2014"	"Female"	"F"	Suppressed	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"Not Stated"	"NS"	"2014"	"2014"	"Male"	"M"	Suppressed	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"Not Stated"	"NS"	"2015"	"2015"	"Female"	"F"	Suppressed	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"Not Stated"	"NS"	"2015"	"2015"	"Male"	"M"	Suppressed	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"Not Stated"	"NS"	"2016"	"2016"	"Female"	"F"	Suppressed	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"Not Stated"	"NS"	"2016"	"2016"	"Male"	"M"	Suppressed	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"Not Stated"	"NS"	"2017"	"2017"	"Female"	"F"	Suppressed	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"Not Stated"	"NS"	"2017"	"2017"	"Male"	"M"	Suppressed	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"Not Stated"	"NS"	"2018"	"2018"	"Female"	"F"	Suppressed	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"Not Stated"	"NS"	"2018"	"2018"	"Male"	"M"	Suppressed	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"Not Stated"	"NS"	"2019"	"2019"	"Female"	"F"	Suppressed	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"Not Stated"	"NS"	"2019"	"2019"	"Male"	"M"	Suppressed	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"Not Stated"	"NS"	"2020 "	"2020"	"Female"	"F"	Suppressed	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"Not Stated"	"NS"	"2020 "	"2020"	"Male"	"M"	Suppressed	Not Applicable	Not Applicable
"---"
"Dataset: Underlying Cause of Death, 1999-2020"
"Query Parameters:"
"ICD-10 113 Cause List: Influenza (J09-J11)"
"Year/Month: 2011; 2012; 2013; 2014; 2015; 2016; 2017; 2018; 2019; 2020"
"Group By: Census Region; Ten-Year Age Groups; Year; Gender"
"Show Totals: Disabled"
"Show Zero Values: True"
"Show Suppressed: True"
"Calculate Rates Per: 100,000"
"Rate Options: Default intercensal populations for years 2001-2009 (except Infant Age Groups)"
"---"
"Help: See http://wonder.cdc.gov/wonder/help/ucd.html for more information."
"---"
"Query Date: Dec 7, 2022 6:48:31 PM"
"---"
"Suggested Citation: Centers for Disease Control and Prevention, National Center for Health Statistics. National Vital Statistics"
"System, Mortality 1999-2020 on CDC WONDER Online Database, released in 2021. Data are from the Multiple Cause of Death Files,"
"1999-2020, as compiled from data provided by the 57 vital statistics jurisdictions through the Vital Statistics Cooperative"
"Program. Accessed at http://wonder.cdc.gov/ucd-icd10.html on Dec 7, 2022 6:48:31 PM"
"---"
Messages:
"1. Totals are not available for these results due to suppression constraints. More Information:"
"http://wonder.cdc.gov/wonder/help/faq.html#Privacy."
"---"
Caveats:
"1. As of April 3, 2017, the underlying cause of death has been revised for 125 deaths in 2014. More information:"
"http://wonder.cdc.gov/wonder/help/ucd.html#2014-Revision."
"2. Data are Suppressed when the data meet the criteria for confidentiality constraints. More information:"
"http://wonder.cdc.gov/wonder/help/ucd.html#Assurance of Confidentiality."
"3. Death rates are flagged as Unreliable when the rate is calculated with a numerator of 20 or less. More information:"
"http://wonder.cdc.gov/wonder/help/ucd.html#Unreliable."
"4. Deaths of persons with Age ""Not Stated"" are included in ""All"" counts and rates, but are not distributed among age groups,"
"so are not included in age-specific counts, age-specific rates or in any age-adjusted rates. More information:"
"http://wonder.cdc.gov/wonder/help/ucd.html#Not Stated."
"5. The population figures for year 2020 are bridged-race estimates of the July 1 resident population, from the Vintage 2020"
"postcensal series released by NCHS on September 22, 2021. The population figures for year 2019 are bridged-race estimates of the"
"July 1 resident population, from the Vintage 2019 postcensal series released by NCHS on July 9, 2020. The population figures for"
"year 2018 are bridged-race estimates of the July 1 resident population, from the Vintage 2018 postcensal series released by NCHS"
"on June 25, 2019. The population figures for year 2017 are bridged-race estimates of the July 1 resident population, from the"
"Vintage 2017 postcensal series released by NCHS on June 27, 2018. The population figures for year 2016 are bridged-race"
"estimates of the July 1 resident population, from the Vintage 2016 postcensal series released by NCHS on June 26, 2017. The"
"population figures for year 2015 are bridged-race estimates of the July 1 resident population, from the Vintage 2015 postcensal"
"series released by NCHS on June 28, 2016. The population figures for year 2014 are bridged-race estimates of the July 1 resident"
"population, from the Vintage 2014 postcensal series released by NCHS on June 30, 2015. The population figures for year 2013 are"
"bridged-race estimates of the July 1 resident population, from the Vintage 2013 postcensal series released by NCHS on June 26,"
"2014. The population figures for year 2012 are bridged-race estimates of the July 1 resident population, from the Vintage 2012"
"postcensal series released by NCHS on June 13, 2013. The population figures for year 2011 are bridged-race estimates of the July"
"1 resident population, from the Vintage 2011 postcensal series released by NCHS on July 18, 2012. Population figures for 2010"
"are April 1 Census counts. The population figures for years 2001 - 2009 are bridged-race estimates of the July 1 resident"
"population, from the revised intercensal county-level 2000 - 2009 series released by NCHS on October 26, 2012. Population"
"figures for 2000 are April 1 Census counts. Population figures for 1999 are from the 1990-1999 intercensal series of July 1"
"estimates. Population figures for the infant age groups are the number of live births. <br/><b>Note:</b> Rates and population"
"figures for years 2001 - 2009 differ slightly from previously published reports, due to use of the population estimates which"
"were available at the time of release."
"6. The population figures used in the calculation of death rates for the age group 'under 1 year' are the estimates of the"
"resident population that is under one year of age. More information: http://wonder.cdc.gov/wonder/help/ucd.html#Age Group."
